"primer_apellido","segundo_apellido","primer_nombre","segundo_nombre","fecha_nac","id_politico","agregado","id_fuente","fecha_desde","fecha_hasta","formas_de_escribir"
"VADELL","MEZZETTA","ANTONIO",NA,1954-12-07,4540,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"VAILLANT","LARRAYA","GUILLERMO","HERMAN",1946-07-19,4596,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"VEGA","DEBRA","MARY","ISABEL",1959-07-21,4669,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"VEGA","OLID","SANDRA","CECILIA",1960-09-27,4716,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"VELA","GADEA","PABLO","DAMIAN",1980-03-26,4694,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ATILIO","TAPIA","JUAN","ANTONIO",1955-05-30,4623,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"AUSTT","PEDRON","JOSE","ANTONIO",1943-06-13,4616,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"BACCINO","MERELLO","NELLY","LAURA",1955-02-02,4675,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"BALMELLI","CAMOIRANO","JULIO","LINO",1950-09-15,4633,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"BARES","MARIN","MARTIN","ELIAS",1976-03-19,4666,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"BARREIRO","SABBIA","AMBROSIO","WALTER",1935-04-11,4529,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"VILLARINO","FERNANDEZ","DANTE",NA,1938-05-30,4562,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ZUNINO","TORTEROLA","FRANCISCO","ADHEMAR",1960-04-02,4592,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"BARRIOS","BOVE","JAVIER","ENRIQUE",1976-11-23,4606,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"BARTESAGHI","SILVEIRA","JORGE",NA,1939-06-16,4609,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"BENTANCOR","HERNANDEZ","JUAN","JOSE",1943-12-14,4624,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"BENTANCOR","PAIS","WILSON","JESUS",1950-07-05,4729,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"BESOZZI","VIERA","FLORENCIA","MARIA",1984-12-26,4588,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"BOCCHIARDO","CAORSI","DOMINGO",NA,1968-12-02,4568,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"BONILLA","BLANCO","HERNAN","LUIS",1982-05-29,4601,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"BORJA","ALFONSO","STELLA","MARIS",1961-08-07,4720,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"BOUSSES","POMIES","HEBER","ALCIDES",1961-12-22,4599,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"BRADFORD","IBARBURIS","SAMUEL","EDARDO",1962-10-26,4715,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CABALLERO","PACHECO","ROBERTO",NA,1951-01-31,4705,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CABALLERO","RUIZ","IRENE",NA,1974-09-10,4603,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CABRERA","BENVENUTTO","SOLANA",NA,1956-06-08,4718,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CAFFERA","JURI","JORGE","ATILIO",1949-02-24,4610,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CAMPBELL","MARTINEZ","PERLA","GRACIELA",1947-02-05,4696,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CARDOZO","PADULA","JORGE","GIL",1982-09-14,4611,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CARRASCO","TESTORE","AMERICO","MARIA",1939-02-20,4531,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CARRERAS","FERNANDEZ","FLORO","ALBERTO",1928-11-09,4589,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CASAS","MARTINEZ","DARDO",NA,1977-03-01,4564,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CASTILLO","RAMIREZ","ESBAR","GONZALO",1985-01-27,4578,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CENTURION","SCHAUMAN","PABLO","ENRIQUE",1956-09-02,4691,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CHA","MAIDANA","JAVIER",NA,1965-01-27,4607,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CERVINI","PRATTO","WALTER","SANTIAGO",1985-04-25,4151,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DE LEON","PEREZ","ENEIDA",NA,1943-01-01,2574,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DELLA","VENTURA VALERIO","AMANDA","ROSA",1955-08-31,2364,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DOMENECH","MARTINEZ","GUILLERMO","JOSE",1950-09-17,2289,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ECHENIQUE","CAETANO","GRACIELA","SOFIA",1955-12-24,2806,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GARCIA","SOSA","ALEM",NA,1946-02-21,609,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GERHARD","KLOCKHNER","DANIEL","SIMON",1988-07-08,2358,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ALVEAR","GONZALEZ","JORGE","JOSE",1963-05-17,4463,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ANTONINI","PEREZ","HEBERT","EDUARDO",1965-12-22,2356,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GUERRA","FERNANDEZ CHAVEZ","WISTON","DARIO",1985-10-10,3089,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"IMODA","PENELA","ROSA","MARIA",1961-10-22,2643,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LIMA","PROSERPIO","ALVARO","RAUL",1974-10-02,2334,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LORENZO","MACHADO","EDUARDO","NICOLAS",1984-09-24,4291,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LOZANO","BONET","RAUL",NA,1958-10-01,777,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LUST","HITTA","EDUARDO","MANUEL",1959-10-30,2285,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MOREIRA","FERNANDEZ","IRENE","RENEE",1964-08-11,2581,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MOREL","NUNEZ","CHRISTIAN","SEBASTIAN",1981-08-11,2429,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"OLIVERA","PESSANO","ANA","MARIA",1953-12-17,4007,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PANI","GONZALEZ","DAMASO","ALBERTO",1971-10-21,3060,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PEREZ","BONAVITA","SILVANA","LOURDES",1985-08-06,2288,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"RADICCIONI","CURBELO","FRANCISCO","JAVIER",1982-12-03,2432,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"RODRIGUEZ","DA COSTA LEITES","JUAN","MARTIN",1982-12-21,4361,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ROSELLO","CAPRARIO","MARIA","EUGENIA",1981-11-29,2374,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"SANGUINETTI","COIROLO","JULIO","MARIA",1936-01-06,4248,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"SANGUINETTI","MASJUAN","CARMEN",NA,1977-03-14,2385,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"SARTORI","PINEYRO","JUAN","JOSE",1981-02-06,2424,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"SCHIPANI","LARRAURI","FELIPE",NA,1980-01-22,4086,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"SODANO","CAPELLI","HECTOR","MARTIN",1983-10-25,2290,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"TALVI","PEREZ","ERNESTO",NA,1957-06-10,2579,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"TESTA","BRUNEREAU DES HOUILLERES","CARLOS","GABINO",1964-01-29,4208,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"TORT","GONZALEZ","CARMEN","NIRIA",1964-01-29,3777,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"URIARTE","BREGANTE","CARLOS","MARIA",1959-09-28,4116,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"UTERMARK","BROCHINI","JAVIER","FRANCISCO",1976-07-13,2886,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"VEGA","ERRAMUSPE","CESAR","ENRIQUE",1962-10-30,2397,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"VILLAR","NUNEZ","GRACIELA",NA,1957-09-03,3294,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ZUBIA","BURGHI","GUSTAVO","HECTOR",1953-04-18,2395,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"BECK","GONCALVES","PAULO","CESAR",1974-09-29,3115,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"BERGARA","DUQUE","MARIO","ESTEBAN",1965-05-04,4261,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"BLAS","SIMONCELLI","RODRIGO",NA,1969-10-04,2419,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CABALLERO","ALMEIDA","WILMAN",NA,1971-07-13,2291,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CAL","URRUTIA","SEBASTIAN","JESUS",1990-02-18,2286,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CAMARGO","BULMINI","NAZMI",NA,1982-08-22,2287,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CAPILLERA","SILVA","ELSA","VERONICA",1971-05-15,2294,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CARDOZO","FERREIRA","JULIO","CESAR",1949-07-20,304,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ALBERNAZ","PEREIRA","RODRIGO","RAMON",1988-04-11,2293,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"COLMAN","GIRIBONI","MARIO","ENRIQUE",1981-08-13,2436,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"COSSE","GARRIDO","ANA","CAROLINA",1961-12-25,2350,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ECHEVERRIA","CASANOVA","DIEGO","EWARD",1981-02-26,2411,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ETCHEVERRY","LIMA","LUCIA","INES",1968-07-12,4462,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FACHINETTI","CASTINEIRAS","ANGEL","NESTOR",1970-03-10,1749,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FERRARO","BAZ","CRISTIAN","ALEXIS",1985-07-08,2673,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GOMEZ","GOMEZ","ALVARO","GUSTAVO",1976-05-17,4450,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"IRIGOIN","MACARI","PEDRO","AUGUSTO",1985-03-27,2368,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"KECHICHIAN","GARCIA","NORMA","LILIAM",1952-03-02,2370,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LARRANAGA","VIDAL","JORGE",NA,1988-10-15,5087,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LARROSA","MARTINEZ","JULIAN","CELESTINO",1950-10-05,2797,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MANINI","RIOS STRATTA","GUIDO",NA,1958-08-20,3971,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MARTINEZ","ESCAMES","DANIEL",NA,1965-08-03,3987,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MATO","CORREA","VERONICA","LETICIA",1976-11-05,2349,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MESA","WALLER","NICOLAS",NA,1978-11-30,4392,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MOLINELLI","ROTUNDO","RICARDO","MARIA",1945-02-22,940,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MORENO","POGGIO","JUAN","CARLOS",1982-05-12,2396,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ARISMENDI","DUBINSKY","ANA","MARINA",1949-05-29,99,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"OLIVERA","DELGADO","DIANA","ANALI",1976-07-01,2365,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"OLMOS","FLORES","GUSTAVO","NELSON",1961-02-26,4304,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ORTIZ","RODRIGUEZ","FRANCISCO","GARIBALDI",1953-11-17,1018,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PATRONE","CHIRELLI","JORGE","NORMAN",1949-03-13,2005,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CAIRO","MODERNEL","ANA","CECILIA",1964-08-02,2345,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ABI","SAAB FLORES","OSVALDO","VICTOR",1950-09-12,5039,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ABREU","ALVES","TERESA",NA,NA,5071,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ACUNA","CUADRADO","MARCOS","ANDRES",1975-08-18,4994,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ALVAREZ","BRITO","SUSANA","BEATRIZ",1971-04-15,5068,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CATALDI","FREDES","FERNANDO","CARLOS",1974-06-01,4936,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CHARBONNIER","BIDEGAIN","ALDO","CLAUDIO",1967-12-07,4879,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CHEVALIER","USUCA","LILIANA","BEATRIZ",1953-11-21,4982,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CIANCIARULLO","LANDRY","ANDRES",NA,1976-12-26,4891,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CIUTI","PEREZ","LEONARDO","ENRIQUE",1973-03-02,4981,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"COLLA","ACLAND","MAGDALENA","ERCILIA",1951-03-03,4990,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CORBO","MACHADO","MILTON","EDUARDO",1951-11-30,5027,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CORDERO",NA,"NICOLAS",NA,NA,5035,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CORREA","COSTA","DARWIN","CARLOS",1976-05-14,4917,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CORREA","MARIOSSA","JULIO","DANIEL",1971-11-11,4977,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CORTES","QUINIONES","MARIA","INES",1994-01-20,5003,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"COSTA","BELLO","MARIA","ADRIANA",1966-06-02,5004,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CUENCA","PEREZ","IGNACIO","GUSTAVO",1979-06-20,4958,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DA SILVA","GULARTE","SANTIAGO",NA,1995-01-01,5061,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DALMAO","FRANCIA","DANIEL",NA,1957-08-27,4915,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DAVERI","ARANZABAL","MAURO","FABRICIO",1996-05-08,5025,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DE LEON","ESTEVES","LUIS","EMILIO",1967-05-09,4987,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DE MATTOS","DE MELLO","JOSE","LUIS",1948-01-10,4969,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DE MODENA","DELGADO","ANDRES","NICOLAS",1983-05-25,4892,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DELBONO","ROMANO","VALENTINA","ROSSANA",1994-06-11,5073,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DELPINO","ALVAREZ","SERGIO","RAMON",1959-08-23,5064,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DENIZ","CAMPOS","MARTHA","MABEL",1965-02-19,5019,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DIAZ","ALBERTO","ROBERTO","JAVIER",1970-07-07,5048,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DIAZ","GIMENEZ","MARIA","EMILIA",1997-08-02,5005,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DIAZ","SILVA","JOVENILA",NA,1968-12-20,4971,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DIVERIO","BAGNASCO","RUTH","CELESTE",1957-11-17,5058,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DOS SANTOS","CARAM","MAURICIO",NA,1989-02-15,5024,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DOS SANTOS","CARAM","VALENTINA",NA,1984-09-30,5074,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DURAN","CLAUSTRE","CARLOS","ALBERTO",1952-12-07,4904,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ELINGER","MELLO","EDUARDO","JAVIER",1972-06-02,4923,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ESQUIVEL","RODRIGUEZ","ALICIA","ANGELA",1949-09-13,4880,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FABRICIO","LLUGDAR","RODRIGO","SEBASTIAN",1989-05-11,5053,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FAGALDE","BARTABURU","ALVARO",NA,1964-07-12,4881,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FAJARDO","RIEIRO","MARIA","DE",1960-04-19,5006,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FERNANDEZ","BAEYENS","DIEGO","JAVIER",1974-03-23,4920,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FERREIRA","SIENRA","WILSON","GONZALO",1945-12-23,5083,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FIGUEIRA","LEIVA","ADRIANA",NA,1967-11-15,4873,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FIORITTI","FASANA DE STERN","MARIA","MAGDALENA",1956-10-03,5007,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FRANCO","TUCHMAN","RODNEY","JOSE",1977-09-05,5052,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FRANQUEZ","HIDALGO","ANNA","GIANELLA",1972-01-29,4897,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FROS","ALVAREZ","VIRGINIA",NA,1970-12-14,5077,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FROS","RODRIGUEZ","MARGARITA",NA,1964-11-03,4997,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FUENTES","BORDENAVE","GLORIA","FELICIDAD",1959-09-30,4946,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FUENTES","MATIAS","PABLO","ANDRES",1976-12-19,5041,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FUMERO","CASAS","ALBERTO","ALEJANDRO",1986-09-09,4877,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GALIANO","BRIAN","WILLIAM","AMILCAR",1959-03-16,5079,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GARCIA","CHOCHO","EDGARDO","ROBERTO",1964-10-20,4922,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GARCIA","COLMAN","CARLOS","ALBERTO",1959-08-13,4905,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GARCIA","DE BARROS","LILIAN","YANET",1961-03-20,4984,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GERIBON","HERRERA","HUGO","GONZALO",1970-09-13,4955,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GOMEZ",NA,"KARINA",NA,1974-12-10,4979,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GOMEZ","BERRUTTI","ALVARO",NA,1988-07-03,4882,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GOMEZ","FERNANDEZ","SUSANA","ESTHER",1963-03-31,5069,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GOMEZ","HERNANDEZ","RUBEN","DANILO",1960-10-02,5056,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GONZALEZ","ANTUNA","SANDRA","ELIZETH",1982-04-04,5060,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GONZALEZ","EVORA","JUAN","MARCELO",1972-06-01,4973,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GONZALEZ","GARCIA","ADOLFO","JESUS",1964-12-24,4872,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GONZALEZ","LOPEZ","SHEILA","DANIELA",1982-02-23,5065,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ALVAREZ","SUAREZ","MARTIN","LEONARDO",1991-07-25,5021,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ALVAREZ","VANZULI","MARIA","CRISTINA",1954-09-21,5000,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ALVARIZA","ABELLA","MARIA","EMA",1957-10-26,5001,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"AMARILLO",NA,"JOHANNA","PATRICIA",1980-09-16,4966,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"AMIGO","DIAZ","OSCAR","OMAR",1974-08-17,5038,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GUADALUPE","ALVAREZ","EDUARDO","AMADEO",1959-10-08,4924,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GUIDO","SANZO","MARIA","GRACIELA",1953-06-17,5008,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"HERNANDEZ","ESTEVEZ","MILTON",NA,1953-02-25,5028,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"HERRERA","SILVA","CARLOS","ATILIO",1960-03-19,4906,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"HUNTER","LUZARDO","ANA","LAURA",1968-08-09,4887,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"IBARGUREN","GAUTHIER","SYLVIA",NA,1972-02-16,5070,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ICHAZO","DUHALDE","WALKER","FOCH",1940-11-19,5078,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"IRIGOYEN","PEREZ","NATALIE","GABRIELA",1987-11-11,5032,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"IZAGUIRRE","SANDOVAL","JORGE","ALDEBAR",1958-09-30,4967,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"JURI","CAJIGA","ADRIAN","ROBERTO",1976-03-15,4874,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"KRONBERG","VERGARA","JULIO","ALBERTO",1954-08-19,4978,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"KUCHARSKI","GONZALEZ","GIANFRANCO",NA,1986-08-31,4943,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LAMANCHA","CHERONI","MARIA","GRACIELA",1956-09-13,5009,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LARROSA","ALTEZ","RAMIRO","ORLANDO",1940-02-15,5044,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LAUREIRO","CASTANIA","JACINTO","WALTER",1948-08-25,4961,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LESSA","ASENSIO","AIDA","CARMEN",1955-08-01,4876,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LIBEROFF","NEMIROVSKY","BENJAMIN","JOSE",1949-03-16,4900,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LOPEZ","BENOIT","MARIA","SOLEDAD",1973-01-19,5010,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LOPEZ","FORMOSO","NARCIO","EDISON",1964-09-20,5031,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LOPEZ","IGLESIAS","ROBERTO","ALEJANDRO",1965-05-23,5049,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MACHADO","MORALES","ROSA","ISABEL",1951-09-07,5054,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MAFIO","PEREIRA","MARIA","JOSE",1985-06-30,5011,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MALAN","CAFFAREL","CARLOS","ENRIQUE",1968-06-15,4907,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MARTINEZ","NOBRE","PABLO","NICOLAS",1989-12-22,5042,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MARTINEZ","ZAQUIREZ","WILLIAM","NICOLAS",1982-03-07,5080,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MAZZAROVICH","GONZALEZ","GABRIEL","JORGE",1965-01-16,4939,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
