"primer_apellido","segundo_apellido","primer_nombre","segundo_nombre","fecha_nac","id_politico","agregado","id_fuente","fecha_desde","fecha_hasta","formas_de_escribir"
"SALABERRY",NA,"CLODOMIRO",NA,NA,1242,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SALGADO",NA,"LUIS","ALBERTO",NA,1245,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SALGADO",NA,"RAMON","M.",NA,1246,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SALGUERO",NA,"RAFAEL","V.",NA,1247,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SALSAMENDI",NA,"JAVIER",NA,1966-06-25,1248,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SALVAGNO",NA,"ALBERTO",NA,1864-01-09,1249,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SAMACOITZ",NA,"JUAN",NA,1859-06-01,1250,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SAN","JUAN","EMILIO",NA,NA,1251,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SANCHEZ",NA,"AMADOR",NA,NA,1252,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SANCHEZ",NA,"GREGORIO","S.",NA,1253,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SANCHEZ",NA,"JOAQUIN","C.",NA,1254,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SANCHEZ","VARELA","ENRIQUE",NA,NA,1256,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SANGUINET",NA,"TEODORO",NA,NA,1257,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SANGUINETTI",NA,"AGUSTIN",NA,1879-06-01,1258,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SANTOS",NA,"SANTIAGO","H.",NA,1259,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SANTOS",NA,"SEGUNDO",NA,NA,1260,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SAPELLI",NA,"JORGE",NA,1926-03-08,1261,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SARACHAGA",NA,"MANUEL",NA,NA,1262,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SARACHU",NA,"ANTONIO",NA,1931-12-18,1263,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SARASOLA",NA,"JOSE",NA,NA,1264,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SARASUA",NA,"LUIS","MARIA",1930-06-01,1265,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SARAVIA",NA,"APARICIO",NA,NA,1266,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SARAVIA",NA,"JOSE","FRANCISCO",NA,1268,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SARAVIA","OLMOS","DIANA",NA,1953-12-04,1269,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SARDO",NA,"LUIS","A.",NA,1270,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SARMIENTO",NA,"FERMIN",NA,NA,1271,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SAROBBA",NA,"GRACIELA",NA,1958-06-17,1272,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SARTHOU",NA,"HELIOS",NA,1926-05-07,1273,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SCARONE",NA,"RUBEN",NA,NA,1275,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SCARPONI",NA,"GLADYS",NA,1943-08-24,1276,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SCHAURICHT",NA,"JUAN","CARLOS",1905-10-29,1278,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SCHELOTTO",NA,"FELIPE",NA,NA,1279,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SCHULTZE",NA,"OTTO",NA,NA,1281,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SECCHI",NA,"MODESTO",NA,1913-02-07,1283,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SECCO","ILLA","JOAQUIN",NA,1879-05-14,1284,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SEDARRI",NA,"EDISON",NA,1931-06-01,1285,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SEGARRA",NA,"FERNANDO",NA,1886-08-20,1287,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SEGOVIA",NA,"ABELARDO",NA,NA,1288,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SEGOVIA",NA,"LUIS","ALBERTO",NA,1289,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SEGREDO",NA,"MARIO","R.",NA,1290,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SEGUNDO",NA,"LUIS","EDUARDO",NA,1292,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SEMBLAT","AMARO","MAURICIO",NA,NA,1293,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SEMINO",NA,"LUIS","VICTOR",1903-06-01,1294,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SEORALES",NA,"PEDRO",NA,NA,1295,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SEOANE","MACHADO","ANGEL",NA,NA,1296,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SEOANE",NA,"MANUEL",NA,NA,1297,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SEREM",NA,"EUSTAQUIO",NA,NA,1298,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SERVENTE",NA,"JUAN","B.",NA,1300,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SEUANES","OLIVERA","HECTOR",NA,NA,1301,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SICA","BLANCO","YAMANDU",NA,1927-09-23,1302,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SICHERO",NA,"OXILIO",NA,NA,1303,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SIERRA","DIAZ","HUGO",NA,NA,1304,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SILVA",NA,"FRUCTUOSA",NA,1927-02-28,1305,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SILVA",NA,"RAUL","A.",NA,1306,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SILVA",NA,"SILVIO","H.",NA,1307,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SILVA",NA,"WENCESLAO",NA,NA,1308,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SILVAN","FERNANDEZ","JOAQUIN",NA,NA,1309,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SILVEIRA","DIAZ","HECTOR",NA,1923-06-19,1311,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SILVEIRA","ZABALA","JORGE",NA,1930-01-06,1313,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SILVERA",NA,"CARLOS","A.",NA,1314,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SILVERA",NA,"MEDARDO","A.",NA,1315,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SIMOIS",NA,"ELBIO","LIBER",1928-05-04,1316,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SIMON",NA,"FRANCISCO",NA,1870-06-01,1318,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SINGER",NA,"JUAN","ADOLFO",1935-09-23,1319,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SMITH",NA,"JUAN","A.",NA,1320,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SOARES","DE LIMA","MARIA","VICTORIA",NA,1321,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SOLARES",NA,"ALFREDO","J.",NA,1322,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SOLE","Y RODRIGUEZ","ORIOL",NA,1860-07-06,1323,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SOORA",NA,"ANDRES",NA,NA,1324,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SORIA",NA,"CARLOS",NA,NA,1325,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SOSA","AGUIAR","EUCLIDES",NA,NA,1326,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SOTO","BERMUDEZ","CARLOS",NA,1939-06-06,1328,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SOTO","FREIRE DE OTAMENDI","ZULMA",NA,NA,1329,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SOUZA",NA,"JUAN","C.",NA,1331,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SOZO",NA,"BOLVAR",NA,NA,1332,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SPERA",NA,"JUAN","H.",1905-09-09,1333,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SPOSITO",NA,"LUIS",NA,NA,1334,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"STEWART","VARGAS","GUILLERMO",NA,1901-06-01,1335,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"STIRLING",NA,"GUILLERMO",NA,1937-03-04,1336,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"STIRLING",NA,"MANUEL",NA,NA,1337,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"STURLA",NA,"HECTOR","MARTIN",1953-06-13,1338,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SUAREZ",NA,"JOSE","CARLOS",NA,1339,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SUAREZ","LERENA","CARLOS",NA,1941-06-01,1340,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SUAREZ",NA,"MARTIN",NA,NA,1341,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"SUPERVIELLE",NA,"LUIS","J.",1879-11-06,1342,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TABAREZ",NA,"RAFAEL",NA,NA,1343,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TAFERNABERRY",NA,"HORACIO",NA,1914-06-01,1344,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TAMON",NA,"PEDRO",NA,NA,1346,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TARIGO",NA,"ENRIQUE",NA,1927-09-15,1347,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TECHERA",NA,"RICARDO",NA,NA,1348,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TEJERA","AGUILAR","JOSE","LUIS",1966-04-04,1349,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TERRA",NA,"DUVIMIOSO",NA,1856-03-30,1351,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TERRA",NA,"JOSE","LADISLAO",NA,1352,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TERRA",NA,"JUAN","PABLO",1924-09-03,1353,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TEXEIRA",NA,"UBIYARA",NA,NA,1355,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TEXEIRA","VARESI","CARLOS",NA,NA,1356,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TIRELLI",NA,"OSCAR","A.",NA,1357,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TOCCO",NA,"JORGE",NA,1962-02-01,1358,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TOGNOLA",NA,"RAFAEL","S.",NA,1359,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ROMERO",NA,"PEDRO",NA,NA,1361,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TOMATTI",NA,"ENRIQUE","LUIS",NA,1362,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TORIANI",NA,"ANDRES",NA,1957-12-13,1363,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TORTEROLO",NA,"PEDRO",NA,NA,1365,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TOSCANO",NA,"ESTEBAN","J.",NA,1366,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TOURNE",NA,"URUGUAY",NA,1929-05-13,1367,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TRAVERSONI",NA,"ALFREDO",NA,NA,1368,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TRAVIESO",NA,"CARLOS",NA,1865-05-09,1369,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TRAVIESO",NA,"CEFERINO",NA,NA,1370,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TRESSA",NA,"CARMEN",NA,NA,1372,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TRIANON",NA,"MIGUEL","ANGEL",NA,1373,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TRIAS",NA,"JUAN","GUALBERTO",NA,1374,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TRIAS",NA,"VIVIAN",NA,1922-05-30,1375,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TRIAY",NA,"ISMAEL","L.",1900-04-11,1376,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TRIVEL",NA,"WILMER",NA,1951-10-06,1377,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TROITIÑO",NA,"LIBER",NA,NA,1378,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TRUJILLO",NA,"JUAN","A.",NA,1379,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TURIANSKY",NA,"WLADIMIR",NA,1927-01-26,1381,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"UGARTEMENDIA",NA,"FRANCISCO",NA,NA,1383,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"UNGO",NA,"AGUSTIN",NA,NA,1385,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"URIOSTE",NA,"CARLOS","MARIA",NA,1386,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"URIOSTE",NA,"JOSE","PEDRO",NA,1387,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"URIOSTE","OLIVERA","CESAR",NA,NA,1388,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"URQUHART",NA,"DONATO",NA,NA,1389,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"URRUTIA","SERRATO","JOSE","E.",NA,1390,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VACCARO","RODRIGUEZ","ANTONIO",NA,NA,1391,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VACHELLI",NA,"HORACIO",NA,NA,1392,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VALIO","Y SUEIRO","ANTONIO",NA,NA,1394,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VALVERDE",NA,"EMILIA",NA,1899-12-01,1395,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VANNELLI",NA,"CARLOS",NA,1853-06-01,1396,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VARELA","ACEVEDO","JACOBO",NA,1876-12-25,1397,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VARELA",NA,"ARTURO","J.",NA,1398,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VARESSE",NA,"JOSE",NA,NA,1399,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VARGAS",NA,"EDUARDO",NA,NA,1400,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VARZI",NA,"PABLO",NA,1848-09-14,1401,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VASCONCELLOS",NA,"HECTOR",NA,NA,1402,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VAZ",NA,"ALEMBERT",NA,1917-10-29,1403,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VAZQUEZ","ACEVEDO","ALFREDO",NA,1844-07-08,1404,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VAZQUEZ",NA,"ALVARO","R.",NA,1405,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VAZQUEZ",NA,"JOSE","M.",NA,1406,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VAZQUEZ","LEDESMA","EDGARDO",NA,NA,1407,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VAZQUEZ","LEDESMA","RAYMUNDO",NA,NA,1408,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VAZQUEZ","PLATERO","ROBERTO",NA,1947-10-21,1409,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VAZQUEZ","VARELA","RAMON",NA,NA,1410,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VAZQUEZ",NA,"WASHINGTON",NA,NA,1411,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VELLOZO",NA,"RODOLFO",NA,NA,1413,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VENER","CARBONI","WALTER",NA,1953-04-11,1414,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VERDIER",NA,"CARLOS","MARIA",1906-12-28,1415,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VERDIER",NA,"JUAN","M.",NA,1416,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VIANNA",NA,"FEBRINO","L.",NA,1417,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VICENS","THIEVENT","LORENZO",NA,1889-06-18,1418,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VICENTE","Y FERRES","ARMANDO",NA,NA,1419,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VIDAL",NA,"EDUINO",NA,NA,1420,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VIDAL",NA,"GERARDO",NA,NA,1421,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VIDAL","GONZALO","JOSE",NA,NA,1422,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VIDART",NA,"DANIEL","L.",NA,1423,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VIERA",NA,"ATANASIO",NA,NA,1424,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VIERA",NA,"CLAUDIO",NA,NA,1425,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VIERA",NA,"RIVERA","SEGUNDO",NA,1426,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VIEYTE",NA,"MIGUEL",NA,NA,1428,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VIGO",NA,"JUVENAL",NA,NA,1429,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VILA",NA,"SOLIS",NA,NA,1430,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VIÑA",NA,"RAMON",NA,1904-06-10,1431,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VIOTTI",NA,"ROLANDO",NA,NA,1432,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VIRGILI",NA,"ORLANDO",NA,1922-12-10,1433,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VISCONTI",NA,"ANGELA",NA,NA,1434,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"VISETTI",NA,"FERNANDO",NA,NA,1435,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"WETTSTEIN",NA,"CARLOS",NA,NA,1436,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"WILLIMAN",NA,"JOSE","CLAUDIO",1896-07-26,1437,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"XAVIER",NA,"MAXIMO",NA,NA,1438,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"XIMENEZ",NA,"ISAIAS",NA,NA,1439,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ZAFFARONI","ORTIZ","ALFREDO",NA,NA,1441,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ZAMORA",NA,"CARLOS",NA,NA,1442,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ZANZI",NA,"LUIS","ALBERTO",1881-03-27,1443,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ZAVALA",NA,"INOCENCIO",NA,NA,1444,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ZAVALLA",NA,"JULIO","A.",NA,1445,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ZEFFERINO",NA,"ROBERTO",NA,NA,1446,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ZORRILLA","DE SAN MARTIN","ALEJANDRO",NA,1909-09-06,1447,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ZORRILLA",NA,"JUAN","JOSE",1920-11-01,1448,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ZUM","FELDE","EMILIO",NA,1880-06-01,1450,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ZUMARAN",NA,"ALBERTO",NA,1940-10-10,1451,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ABDALA",NA,"ALBERTO",NA,1920-04-08,1452,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ABELENDA",NA,"MARCOS",NA,1949-06-30,1454,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ABISAB",NA,"ODEL",NA,1943-03-14,1455,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ABREU","DE MACHADO","MARGARITA",NA,1900-04-15,1456,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ACHE",NA,"ANTONIO",NA,NA,1457,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ACHE",NA,"EDUARDO",NA,1956-08-11,1458,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ACOSTA",NA,"LUIS","C.",NA,1459,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ACOSTA",NA,"MARILU",NA,1946-09-16,1460,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ACOSTA","MARTINEZ","MARIO",NA,NA,1461,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ACOSTA","NOCEDO","NIBER",NA,1945-11-28,1462,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ACOSTA",NA,"TEODORO",NA,NA,1463,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ACOSTA",NA,"WALTER",NA,NA,1464,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"AGORIO",NA,"JULIO",NA,NA,1465,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"AGOTI","J.","J.","IGNACIO",1944-04-08,1466,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"AGUILAR",NA,"BALTASAR","J.",1951-01-26,1467,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ALBERTINI",NA,"LAURA",NA,1953-05-13,1468,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ALBERTORI",NA,"NELSON",NA,1938-04-25,1469,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ALCAIN",NA,"BONIFACIO",NA,1917-06-08,1470,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ALGORTA",NA,"JUAN","VICENTE",1875-06-01,1471,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ALMACIO","RODRIGUEZ","WALTER",NA,1938-10-06,1472,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ALONSO",NA,"NELSON",NA,NA,1473,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ALVAREZ","CINA","HECTOR",NA,NA,1474,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"AMED",NA,"ANGELITA",NA,1931-08-16,1475,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"AMESTOY",NA,"MARIO",NA,NA,1476,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"AMORIN","SUPPARO","OSCAR",NA,1941-05-18,1478,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ANDRADE",NA,"NESTOR",NA,NA,1479,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ANDRADE",NA,"PABLO",NA,NA,1480,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ANDUJAR",NA,"NESTOR",NA,NA,1481,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ANTONACCIO",NA,"MARCELO",NA,1955-03-02,1483,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ANTONELLI","MORENO","MAGDALENA",NA,1877-05-09,1484,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ANTUNEZ","GIMENEZ","FRANCISCO",NA,NA,1485,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"AQUINO",NA,"GASPAR",NA,1909-07-04,1486,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ARANA",NA,"CARMEN",NA,NA,1487,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ARISMENDI",NA,"LUIS","A.",NA,1488,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ARISMENDI",NA,"RUBEN",NA,NA,1489,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
