,nombre,fecha_nac,cargo,partido,status,inicio,fin,primer_apellido,segundo_apellido,primer_nombre,segundo_nombre,sexo,legislatura,fecha_inicio_l,fecha_fin_l,legislaturas_agrupadas
322,"BIANCHI SALOMON, DANIEL MARIO",1962-09-04,Diputado,Partido Colorado,Titular,2015,2015,BIANCHI,SALOMON,DANIEL,MARIO,1,48,2015-02-15,2020-02-14,1985-2020
323,"BIESTRO NANDE, MARIA PIA",1990-03-25,Diputado,Partido Nacional,Suplente,2015,2019,BIESTRO,NANDE,MARIA,PIA,0,48,2015-02-15,2020-02-14,1985-2020
324,"BISTOLFI ZUNINI, MARCELO",1966-06-07,Diputado,Partido Colorado,Suplente,2015,2019,BISTOLFI,ZUNINI,MARCELO,,1,48,2015-02-15,2020-02-14,1985-2020
325,"BONOMI VARELA, EDISON EDUARDO",1948-10-14,Senador,Frente Amplio,Titular,2015,2020,BONOMI,VARELA,EDISON,EDUARDO,1,48,2015-02-15,2020-02-14,1985-2020
326,"BORDABERRY HERRAN, JUAN PEDRO",1960-04-28,Senador,Partido Colorado,Titular,2015,2020,BORDABERRY,HERRAN,JUAN,PEDRO,1,48,2015-02-15,2020-02-14,1985-2020
327,"BORSARI BRENNA, LUIS ALBERTO",1952-12-26,Diputado,Partido Nacional,Suplente,2017,2018,BORSARI,BRENNA,LUIS,ALBERTO,1,48,2015-02-15,2020-02-14,1985-2020
327,"BORSARI BRENNA, LUIS ALBERTO",1952-12-26,Diputado,Partido Nacional,Suplente,2015,2015,BORSARI,BRENNA,LUIS,ALBERTO,1,48,2015-02-15,2020-02-14,1985-2020
328,"BOTANA ARANCET, LUIS SERGIO",1964-01-08,Diputado,Partido Nacional,Titular,2020,2020,BOTANA,ARANCET,LUIS,SERGIO,1,48,2015-02-15,2020-02-14,1985-2020
328,"BOTANA ARANCET, LUIS SERGIO",1964-01-08,Senador,Partido Nacional,Titular,2015,2015,BOTANA,ARANCET,LUIS,SERGIO,1,48,2015-02-15,2020-02-14,1985-2020
329,"BOTTINO FIURI, MARIA CECILIA",1960-10-19,Diputado,Frente Amplio,Titular,2015,2020,BOTTINO,FIURI,MARIA,CECILIA,0,48,2015-02-15,2020-02-14,1985-2020
330,"BOZZANO INCIARTE, ANDRES",1969-10-21,Diputado,Frente Amplio,Suplente,2015,2019,BOZZANO,INCIARTE,ANDRES,,1,48,2015-02-15,2020-02-14,1985-2020
331,"BRAUSE WILLIAMSON, ALEJANDRO MIGUEL",1969-07-18,Diputado,Partido Colorado,Suplente,2015,2020,BRAUSE,WILLIAMSON,ALEJANDRO,MIGUEL,1,48,2015-02-15,2020-02-14,1985-2020
332,"BRITOS, BETIANA",,Diputado,Partido Nacional,Suplente,2015,2019,BRITOS,,BETIANA,,0,48,2015-02-15,2020-02-14,1985-2020
333,"BRUM JUAREZ, SANTIAGO",1981-05-30,Diputado,Frente Amplio,Suplente,2015,2015,BRUM,JUAREZ,SANTIAGO,,1,48,2015-02-15,2020-02-14,1985-2020
334,"CABALLERO RUIZ, IRENE",1974-09-10,Diputado,Partido Nacional,Suplente,2015,2019,CABALLERO,RUIZ,IRENE,,0,48,2015-02-15,2020-02-14,1985-2020
335,"CABRERA BENVENUTTO, SOLANA",1956-06-08,Diputado,Partido Nacional,Suplente,2015,2018,CABRERA,BENVENUTTO,SOLANA,,0,48,2015-02-15,2020-02-14,1985-2020
336,"CABRERA PANE, DANIEL",,Diputado,Partido Independiente,Suplente,2015,2016,CABRERA,PANE,DANIEL,,1,48,2015-02-15,2020-02-14,1985-2020
337,"CACERES CARRO, RICHARD OROSMAN",1968-09-20,Diputado,Partido Nacional,Suplente,2015,2020,CACERES,CARRO,RICHARD,OROSMAN,1,48,2015-02-15,2020-02-14,1985-2020
338,"CACERES VISOZA, OSCAR RUBEN",1936-10-09,Diputado,Partido Nacional,Suplente,2015,2015,CACERES,VISOZA,OSCAR,RUBEN,1,48,2015-02-15,2020-02-14,1985-2020
339,"CACHON MARINO, CARLOS FRANCISCO",1963-08-26,Diputado,Frente Amplio,Suplente,2015,2018,CACHON,MARINO,CARLOS,FRANCISCO,1,48,2015-02-15,2020-02-14,1985-2020
340,"CAGGIANI GOMEZ, DANIEL",1983-07-20,Diputado,Frente Amplio,Titular,2015,2020,CAGGIANI,GOMEZ,DANIEL,,1,48,2015-02-15,2020-02-14,1985-2020
341,"CAMACHO PEREZ, GABRIELA MONICA",1968-03-23,Diputado,Partido Nacional,Suplente,2015,2015,CAMACHO,PEREZ,GABRIELA,MONICA,0,48,2015-02-15,2020-02-14,1985-2020
342,"CAMIROTTE LABRAGA, MARIA DEL CARMEN",1949-08-05,Diputado,Frente Amplio,Suplente,2015,2015,CAMIROTTE,LABRAGA,MARIA,DEL,0,48,2015-02-15,2020-02-14,1985-2020
343,"CAMY ANTOGNAZZA, CARLOS DANIEL",1970-09-09,Senador,Partido Nacional,Titular,2015,2020,CAMY,ANTOGNAZZA,CARLOS,DANIEL,1,48,2015-02-15,2020-02-14,1985-2020
344,"CANCLINI OTTON, GLORIA CRISTINA",1951-03-24,Diputado,Partido Nacional,Suplente,2015,2019,CANCLINI,OTTON,GLORIA,CRISTINA,0,48,2015-02-15,2020-02-14,1985-2020
345,"CANTERO PIALI, EDGAR FITZGERALD",1978-01-31,Diputado,Partido Colorado,Suplente,2015,2020,CANTERO,PIALI,EDGAR,FITZGERALD,1,48,2015-02-15,2020-02-14,1985-2020
346,"CARAMBULA VOLPI, MARCOS GUSTAVO",1947-12-23,Senador,Frente Amplio,Titular,2015,2018,CARAMBULA,VOLPI,MARCOS,GUSTAVO,1,48,2015-02-15,2020-02-14,1985-2020
347,"CARBALLO DA COSTA, FELIPE",1972-08-24,Diputado,Frente Amplio,Titular,2015,2020,CARBALLO,DA COSTA,FELIPE,,1,48,2015-02-15,2020-02-14,1985-2020
347,"CARBALLO DA COSTA, FELIPE",1972-08-24,Senador,Frente Amplio,Suplente,2015,2018,CARBALLO,DA COSTA,FELIPE,,1,48,2015-02-15,2020-02-14,1985-2020
348,"CARBALLO SENA, ALBA LIDIA",1945-09-14,Diputado,Frente Amplio,Suplente,2019,2019,CARBALLO,SENA,ALBA,LIDIA,0,48,2015-02-15,2020-02-14,1985-2020
348,"CARBALLO SENA, ALBA LIDIA",1945-09-14,Diputado,Frente Amplio,Suplente,2015,2016,CARBALLO,SENA,ALBA,LIDIA,0,48,2015-02-15,2020-02-14,1985-2020
349,"CARDOSO FERREIRA, GERMAN",1973-10-01,Diputado,Partido Colorado,Titular,2020,2020,CARDOSO,FERREIRA,GERMAN,,1,48,2015-02-15,2020-02-14,1985-2020
349,"CARDOSO FERREIRA, GERMAN",1973-10-01,Diputado,Partido Colorado,Titular,2015,2020,CARDOSO,FERREIRA,GERMAN,,1,48,2015-02-15,2020-02-14,1985-2020
350,"CARDOSO SILVA, JOSE CARLOS",1958-04-24,Senador,Partido Nacional,Titular,2015,2020,CARDOSO,SILVA,JOSE,CARLOS,1,48,2015-02-15,2020-02-14,1985-2020
350,"CARDOSO SILVA, JOSE CARLOS",1958-04-24,Diputado,Partido Nacional,Titular,2015,2015,CARDOSO,SILVA,JOSE,CARLOS,1,48,2015-02-15,2020-02-14,1985-2020
351,"CARDOZO RUFO, VIRGINIA",1984-07-20,Senador,Frente Amplio,Suplente,2015,2015,CARDOZO,RUFO,VIRGINIA,,0,48,2015-02-15,2020-02-14,1985-2020
352,"CARRASCO BRIOZZO, ANDRES",1976-04-25,Diputado,Partido Independiente,Suplente,2015,2019,CARRASCO,BRIOZZO,ANDRES,,1,48,2015-02-15,2020-02-14,1985-2020
