"primer_apellido","segundo_apellido","primer_nombre","segundo_nombre","id_politico","partido","inicio","fin","legislatura","cargo","status","circunscripcion","sexo","fecha_nac","fecha_inicio_l","fecha_fin_l","fecha_intermedia","ed_asumir_1","ed_asumir","edad_asumir","agregado","legislaturas_agrupadas"
"ALFIE","STOCHEK","ISAAC",NA,31,"Partido Colorado",2005,2010,46,"Senador","Titular",NA,1,"1962-04-27","2005-02-15","2010-02-14","2007-08-16",NA,42,42,0,"1985-2025"
"DA ROSA","VAZQUEZ","EBER",NA,398,"Partido Nacional",2005,2010,46,"Senador","Titular",NA,1,"1956-07-02","2005-02-15","2010-02-14","2007-08-16",NA,48,48,0,"1985-2025"
"DALMAS","GARCEN","SUSANA","ELIDA",1698,"Frente Amplio",2005,2009,46,"Senador","Titular",NA,0,"1948-07-16","2005-02-15","2010-02-14","2007-08-16",NA,56,56,0,"1985-2025"
"AMARO","CORRADO","JUAN","JUSTO",4220,"Partido Colorado",2005,2010,46,"Senador","Titular",NA,1,"1930-09-14","2005-02-15","2010-02-14","2007-08-16",NA,74,74,0,"1985-2025"
"LONG","GARAT","RUPERTO","ENZO",822,"Partido Nacional",2005,2010,46,"Senador","Titular",NA,1,"1952-12-23","2005-02-15","2010-02-14","2007-08-16",NA,52,52,1,"1985-2025"
"ARANA","SANCHEZ","MARIANO",NA,81,"Frente Amplio",2008,2010,46,"Senador","Titular",NA,1,"1933-03-06","2005-02-15","2010-02-14","2007-08-16",NA,71,71,1,"1985-2025"
"ARANA","SANCHEZ","MARIANO",NA,81,"Frente Amplio",2005,2005,46,"Senador","Titular",NA,1,"1933-03-06","2005-02-15","2010-02-14","2007-08-16",NA,71,71,1,"1985-2025"
"VAILLANT","LARRAYA","VICTOR","EDME",1393,"Frente Amplio",2005,2010,46,"Senador","Titular",NA,1,"1944-08-16","2005-02-15","2010-02-14","2007-08-16",NA,60,60,0,"1985-2025"
"CID","MATINOTE","ALBERTO",NA,4428,"Frente Amplio",2005,2010,46,"Senador","Titular",NA,1,"1940-08-14","2005-02-15","2010-02-14","2007-08-16",NA,64,64,0,"1985-2025"
"ABDALA","SCHWARZ","PABLO","DANIEL",1453,"Partido Nacional",2005,2010,46,"Diputado","Titular","Montevideo",1,"1966-07-14","2005-02-15","2010-02-14","2007-08-16",NA,38,38,0,"1985-2025"
"CLAVIJO","QUIRQUE","HEBERT",NA,354,"Frente Amplio",2005,2010,46,"Diputado","Titular","Lavalleja",1,"1950-05-06","2005-02-15","2010-02-14","2007-08-16",NA,54,54,0,"1985-2025"
"CONDE","CARRERAS","ROBERTO",NA,363,"Frente Amplio",2005,2010,46,"Diputado","Titular","Canelones",1,"1952-09-07","2005-02-15","2010-02-14","2007-08-16",NA,52,52,0,"1985-2025"
"DE LOS SANTOS","PIRIZ","OSCAR","JOE",426,"Frente Amplio",2005,2005,46,"Diputado","Titular","Maldonado",1,"1962-02-17","2005-02-15","2010-02-14","2007-08-16",NA,42,42,0,"1985-2025"
"DELGADO","CERETTA","ALVARO",NA,445,"Partido Nacional",2005,2010,46,"Diputado","Titular","Montevideo",1,"1969-03-11","2005-02-15","2010-02-14","2007-08-16",NA,35,35,0,"1985-2025"
"DOMINGUEZ","DIAZ","JUAN","JOSE",4626,"Frente Amplio",2005,2010,46,"Diputado","Titular",NA,1,"1942-10-03","2005-02-15","2010-02-14","2007-08-16",NA,62,62,0,"1985-2025"
"ENCISO","CHRISTIANSEN","CARLOS","FERNANDO",3888,"Partido Nacional",2010,2010,46,"Diputado","Titular",NA,1,"1967-08-23","2005-02-15","2010-02-14","2007-08-16",NA,37,37,0,"1985-2025"
"ENCISO","CHRISTIANSEN","CARLOS","FERNANDO",3888,"Partido Nacional",2005,2010,46,"Diputado","Titular",NA,1,"1967-08-23","2005-02-15","2010-02-14","2007-08-16",NA,37,37,0,"1985-2025"
"ESPINOSA","MARMOL","GUSTAVO","ADRIAN",498,"Partido Colorado",2005,2010,46,"Diputado","Titular","Canelones",1,"1965-01-10","2005-02-15","2010-02-14","2007-08-16",NA,40,40,1,"1985-2025"
"FERNANDEZ","DA SILVA","JULIO","CESAR",4634,"Frente Amplio",2005,2010,46,"Diputado","Titular",NA,1,"1929-07-07","2005-02-15","2010-02-14","2007-08-16",NA,75,75,0,"1985-2025"
"FONTICIELLA","DE ABREU","RAMON","ANGEL",569,"Frente Amplio",2005,2005,46,"Diputado","Titular","Salto",1,"1947-08-31","2005-02-15","2010-02-14","2007-08-16",NA,57,57,1,"1985-2025"
"FRATTI","SILVEIRA","LUIS","ALFREDO",3907,"Frente Amplio",2005,2005,46,"Diputado","Titular",NA,1,"1956-10-23","2005-02-15","2010-02-14","2007-08-16",NA,48,48,0,"1985-2025"
"GALLO","IMPERIALE","LUIS","JOSE",4235,"Frente Amplio",2005,2009,46,"Diputado","Titular",NA,1,"1934-05-31","2005-02-15","2010-02-14","2007-08-16",NA,70,70,0,"1985-2025"
"GAMOU","FASADELLO","ADOLFO","CARLOS",606,"Frente Amplio",2005,2010,46,"Diputado","Titular","Montevideo",1,"1959-08-09","2005-02-15","2010-02-14","2007-08-16",NA,45,45,1,"1985-2025"
"GANDINI","ASTESIANO","JORGE","OSVALDO",1797,"Partido Nacional",2005,2010,46,"Diputado","Titular","Montevideo",1,"1958-03-05","2005-02-15","2010-02-14","2007-08-16",NA,46,46,0,"1985-2025"
"GARCIA","DUCHINI","JAVIER","FERNANDO",3917,"Partido Nacional",2005,2010,46,"Diputado","Titular","Montevideo",1,"1963-11-28","2005-02-15","2010-02-14","2007-08-16",NA,41,41,0,"1985-2025"
"GONI","ROMERO","JOSE","RODRIGO",4618,"Partido Nacional",2005,2010,46,"Diputado","Titular",NA,1,"1962-08-10","2005-02-15","2010-02-14","2007-08-16",NA,42,42,0,"1985-2025"
"GUARINO",NA,"GUSTAVO",NA,697,"Frente Amplio",2005,2010,46,"Diputado","Titular","Cerro Largo",1,"1950-04-14","2005-02-15","2010-02-14","2007-08-16",NA,54,54,1,"1985-2025"
"IBARRA","FERREIRA","DOREEN","JAVIER",3941,"Frente Amplio",2005,2010,46,"Diputado","Titular","Montevideo",1,"1934-05-03","2005-02-15","2010-02-14","2007-08-16",NA,70,70,0,"1985-2025"
"ITURRALDE","VINAS","PABLO","LUIS",3945,"Partido Nacional",2005,2010,46,"Diputado","Titular","Montevideo",1,"1959-09-23","2005-02-15","2010-02-14","2007-08-16",NA,45,45,0,"1985-2025"
"LACALLE","POU","LUIS","ALBERTO",770,"Partido Nacional",2005,2010,46,"Diputado","Titular","Canelones",1,"1973-08-11","2005-02-15","2010-02-14","2007-08-16",NA,31,31,1,"1985-2025"
"LAFLUF","HEBEICH","OMAR","MARIA",3949,"Partido Nacional",2005,2005,46,"Diputado","Titular","Rio Negro",1,"1954-07-03","2005-02-15","2010-02-14","2007-08-16",NA,50,50,0,"1985-2025"
"AMORIN","BATLLE","JOSE","GERARDO",3811,"Partido Colorado",2005,2010,46,"Diputado","Titular","Montevideo",1,"1954-11-09","2005-02-15","2010-02-14","2007-08-16",NA,50,50,0,"1985-2025"
"MAHIA","FREIRE","JOSE","CARLOS",3967,"Frente Amplio",2005,2010,46,"Diputado","Titular","Canelones",1,"1966-08-08","2005-02-15","2010-02-14","2007-08-16",NA,38,38,0,"1985-2025"
"MANANA","DOGLIOTTI","DANIEL","EDUARDO",4559,"Partido Nacional",2005,2010,46,"Diputado","Titular",NA,1,"1955-01-10","2005-02-15","2010-02-14","2007-08-16",NA,50,50,0,"1985-2025"
"MARTINEZ","HUELMO","RUBEN","WALDEMAR",3984,"Frente Amplio",2009,2010,46,"Diputado","Titular",NA,1,"1949-09-27","2005-02-15","2010-02-14","2007-08-16",NA,55,55,0,"1985-2025"
"MICHELINI","DELLE PIANE","FELIPE","RAUL",924,"Frente Amplio",2005,2010,46,"Diputado","Titular","Montevideo",1,"1961-01-24","2005-02-15","2010-02-14","2007-08-16",NA,44,44,1,"1985-2025"
"MUJICA","BENOIT","GONZALO","FERNANDO",963,"Frente Amplio",2005,2010,46,"Diputado","Titular","Montevideo",1,"1956-06-06","2005-02-15","2010-02-14","2007-08-16",NA,48,48,1,"1985-2025"
"MUJICA","CORDANO","JOSE","ALBERTO",4001,"Frente Amplio",2005,2005,46,"Diputado","Titular",NA,1,"1934-05-20","2005-02-15","2010-02-14","2007-08-16",NA,70,70,0,"1985-2025"
"NOVALES","MAYOL","GONZALO","LEOPOLDO",984,"Partido Nacional",2005,2010,46,"Diputado","Titular","Soriano",1,"1943-05-30","2005-02-15","2010-02-14","2007-08-16",NA,61,61,1,"1985-2025"
"OLANO","LLANO","JOSE","QUINTIN",995,"Partido Nacional",2005,2007,46,"Diputado","Titular","Treinta y Tres",1,"1964-08-09","2005-02-15","2010-02-14","2007-08-16",NA,40,40,1,"1985-2025"
"ORRICO","MIRALDI","JORGE","OMAR",1012,"Frente Amplio",2005,2010,46,"Diputado","Titular","Montevideo",1,"1946-10-25","2005-02-15","2010-02-14","2007-08-16",NA,58,58,0,"1985-2025"
"PAYSSE","RODRIGUEZ","DANIELA",NA,2006,"Frente Amplio",2005,2010,46,"Diputado","Titular","Montevideo",0,"1946-10-17","2005-02-15","2010-02-14","2007-08-16",NA,58,58,0,"1985-2025"
"PENA","FERNANDEZ","DANIEL","ADRIAN",4561,"Partido Nacional",2005,2010,46,"Diputado","Titular",NA,1,"1972-12-21","2005-02-15","2010-02-14","2007-08-16",NA,32,32,0,"1985-2025"
"PENA","HERNANDEZ","MARIA","ADRIANA",4031,"Partido Nacional",2010,2010,46,"Diputado","Titular",NA,0,"1964-09-09","2005-02-15","2010-02-14","2007-08-16",NA,40,40,0,"1985-2025"
"PENA","HERNANDEZ","MARIA","ADRIANA",4031,"Partido Nacional",2005,2010,46,"Diputado","Titular",NA,0,"1964-09-09","2005-02-15","2010-02-14","2007-08-16",NA,40,40,0,"1985-2025"
"PERDOMO","GAMARRA","ALBERTO","JAVIER",4018,"Partido Nacional",2005,2010,46,"Diputado","Titular","Canelones",1,"1967-04-06","2005-02-15","2010-02-14","2007-08-16",NA,37,37,0,"1985-2025"
"PEREYRA","HUELMO","HECTOR","ANIBAL",4022,"Frente Amplio",2005,2010,46,"Diputado","Titular",NA,1,"1966-11-07","2005-02-15","2010-02-14","2007-08-16",NA,38,38,1,"1985-2025"
"PEREZ","BRITO","DARIO",NA,4309,"Frente Amplio",2005,2010,46,"Diputado","Titular","Maldonado",1,"1957-01-06","2005-02-15","2010-02-14","2007-08-16",NA,48,48,0,"1985-2025"
"PINTADO",NA,"ENRIQUE","MANUEL",1098,"Frente Amplio",2005,2010,46,"Diputado","Titular","Montevideo",1,"1958-01-26","2005-02-15","2010-02-14","2007-08-16",NA,47,47,0,"1985-2025"
"POSADA","PAGLIOTTI","IVAN","ADAN",1127,"Partido Independiente",2005,2010,46,"Diputado","Titular","Montevideo",1,"1953-12-25","2005-02-15","2010-02-14","2007-08-16",NA,51,51,0,"1985-2025"
"POZZI","CIARAN","JORGE","ALVARO",4319,"Frente Amplio",2005,2010,46,"Diputado","Titular","Montevideo",1,"1957-04-07","2005-02-15","2010-02-14","2007-08-16",NA,47,47,0,"1985-2025"
"ARGIMON","CEDEIRA","BEATRIZ",NA,95,"Partido Nacional",2005,2010,46,"Diputado","Titular","Montevideo",0,"1961-08-14","2005-02-15","2010-02-14","2007-08-16",NA,43,43,1,"1985-2025"
"ARREGUI","MARSANO","ROQUE","EDISON",1493,"Frente Amplio",2005,2010,46,"Diputado","Titular","Soriano",1,"1950-08-16","2005-02-15","2010-02-14","2007-08-16",NA,54,54,0,"1985-2025"
"RODRIGUEZ","ALVEZ","EDGARDO",NA,4063,"Frente Amplio",2005,2010,46,"Diputado","Titular","Tacuarembo",1,"1961-12-25","2005-02-15","2010-02-14","2007-08-16",NA,43,43,0,"1985-2025"
"RODRIGUEZ","SERVETTO","NELSON","VLADIMIR",4071,"Partido Nacional",2005,2010,46,"Diputado","Titular","Maldonado",1,"1959-07-19","2005-02-15","2010-02-14","2007-08-16",NA,45,45,0,"1985-2025"
"ROSADILLA","PEREIRA","LUIS","ANGEL",1213,"Frente Amplio",2005,2010,46,"Diputado","Titular","Montevideo",1,"1953-12-21","2005-02-15","2010-02-14","2007-08-16",NA,51,51,0,"1985-2025"
"SANCHEZ","CAL","DARDO","ANGEL",4084,"Partido Nacional",2010,2010,46,"Diputado","Titular",NA,1,"1957-04-04","2005-02-15","2010-02-14","2007-08-16",NA,47,47,0,"1985-2025"
"SANCHEZ","CAL","DARDO","ANGEL",4084,"Partido Nacional",2007,2010,46,"Diputado","Titular",NA,1,"1957-04-04","2005-02-15","2010-02-14","2007-08-16",NA,47,47,0,"1985-2025"
"SEMPRONI","ROBAINA","VICTOR","FELIX",2161,"Frente Amplio",2005,2010,46,"Diputado","Titular","Canelones",1,"1937-03-27","2005-02-15","2010-02-14","2007-08-16",NA,67,67,0,"1985-2025"
"SOUZA","DE LOS SANTOS","JUAN","CARLOS",4630,"Frente Amplio",2005,2010,46,"Diputado","Titular",NA,1,"1955-01-28","2005-02-15","2010-02-14","2007-08-16",NA,50,50,0,"1985-2025"
"TAJAM","CABRERA","HECTOR","VICENTE",1345,"Frente Amplio",2005,2010,46,"Diputado","Titular","Montevideo",1,"1947-09-22","2005-02-15","2010-02-14","2007-08-16",NA,57,57,0,"1985-2025"
"TOLEDO","ANTUNEZ","HERMES","ROMEO",4109,"Frente Amplio",2005,2010,46,"Diputado","Titular","Treinta y Tres",1,"1949-12-07","2005-02-15","2010-02-14","2007-08-16",NA,55,55,0,"1985-2025"
"TOPOLANSKY","SAAVEDRA","LUCIA",NA,2212,"Frente Amplio",2005,2010,46,"Diputado","Titular","Montevideo",0,"1944-09-25","2005-02-15","2010-02-14","2007-08-16",NA,60,60,0,"1985-2025"
"TOURNE","VALDEZ","DAISY","LILIAN",2214,"Frente Amplio",2009,2010,46,"Diputado","Titular","Montevideo",0,"1951-03-17","2005-02-15","2010-02-14","2007-08-16",NA,53,53,0,"1985-2025"
"TOURNE","VALDEZ","DAISY","LILIAN",2214,"Frente Amplio",2005,2007,46,"Diputado","Titular","Montevideo",0,"1951-03-17","2005-02-15","2010-02-14","2007-08-16",NA,53,53,0,"1985-2025"
"TROBO","CABRERA","JAIME","MARIO",4110,"Partido Nacional",2005,2010,46,"Diputado","Titular","Montevideo",1,"1956-10-05","2005-02-15","2010-02-14","2007-08-16",NA,48,48,0,"1985-2025"
"VARELA","NESTIER","CARLOS","RICARDO",4251,"Frente Amplio",2005,2010,46,"Diputado","Titular","Montevideo",1,"1954-05-01","2005-02-15","2010-02-14","2007-08-16",NA,50,50,0,"1985-2025"
"VEGA","LLANES","ALVARO",NA,4121,"Frente Amplio",2005,2010,46,"Diputado","Titular","Florida",1,"1957-11-04","2005-02-15","2010-02-14","2007-08-16",NA,47,47,0,"1985-2025"
"YANES","MEDEROS","HORACIO","PIERRE",2272,"Frente Amplio",2005,2010,46,"Diputado","Titular","Canelones",1,"1960-12-09","2005-02-15","2010-02-14","2007-08-16",NA,44,44,0,"1985-2025"
"BARAIBAR","PONCE DE LEON","FELIX","CARLOS",4585,"Frente Amplio",2005,2010,46,"Diputado","Titular",NA,1,"1939-07-13","2005-02-15","2010-02-14","2007-08-16",NA,65,65,0,"1985-2025"
"BAYARDI","LOZANO","JOSE","ARTURO",1529,"Frente Amplio",2009,2010,46,"Diputado","Titular","Montevideo",1,"1955-06-30","2005-02-15","2010-02-14","2007-08-16",NA,49,49,0,"1985-2025"
"BAYARDI","LOZANO","JOSE","ARTURO",1529,"Frente Amplio",2005,2005,46,"Diputado","Titular","Montevideo",1,"1955-06-30","2005-02-15","2010-02-14","2007-08-16",NA,49,49,0,"1985-2025"
"BENTOS","SCAGNEGATTI","BERTIL","RANDOLF",3835,"Partido Nacional",2010,2010,46,"Diputado","Titular","Paysandu",1,"1942-08-15","2005-02-15","2010-02-14","2007-08-16",NA,62,62,0,"1985-2025"
"BENTOS","SCAGNEGATTI","BERTIL","RANDOLF",3835,"Partido Nacional",2005,2010,46,"Diputado","Titular","Paysandu",1,"1942-08-15","2005-02-15","2010-02-14","2007-08-16",NA,62,62,0,"1985-2025"
"BIANCHI","SALOMON","DANIEL","MARIO",219,"Partido Colorado",2005,2010,46,"Diputado","Titular","Colonia",1,"1962-09-04","2005-02-15","2010-02-14","2007-08-16",NA,42,42,0,"1985-2025"
"BONOMI","VARELA","EDISON","EDUARDO",232,"Frente Amplio",2005,2010,46,"Diputado","Titular","Montevideo",1,"1948-10-14","2005-02-15","2010-02-14","2007-08-16",NA,56,56,0,"1985-2025"
"BORSARI","BRENNA","GUSTAVO","JUAN",3843,"Partido Nacional",2005,2010,46,"Diputado","Titular",NA,1,"1954-11-28","2005-02-15","2010-02-14","2007-08-16",NA,50,50,0,"1985-2025"
"BOTANA","ARANCET","LUIS","SERGIO",243,"Partido Nacional",2010,2010,46,"Diputado","Titular","Cerro Largo",1,"1964-01-08","2005-02-15","2010-02-14","2007-08-16",NA,41,41,0,"1985-2025"
"BOTANA","ARANCET","LUIS","SERGIO",243,"Partido Nacional",2005,2010,46,"Diputado","Titular","Cerro Largo",1,"1964-01-08","2005-02-15","2010-02-14","2007-08-16",NA,41,41,0,"1985-2025"
"CARAM","MARTINEZ","RODOLFO","ANDRES",2405,"Partido Nacional",2005,2010,46,"Diputado","Titular",NA,1,"1964-10-02","2005-02-15","2010-02-14","2007-08-16",NA,40,40,0,"1985-2025"
"CARDOSO","FERREIRA","GERMAN",NA,1622,"Partido Colorado",2005,2010,46,"Diputado","Titular","Maldonado",1,"1973-10-01","2005-02-15","2010-02-14","2007-08-16",NA,31,31,0,"1985-2025"
"CARDOSO","SILVA","JOSE","CARLOS",3859,"Partido Nacional",2005,2010,46,"Diputado","Titular",NA,1,"1958-04-24","2005-02-15","2010-02-14","2007-08-16",NA,46,46,0,"1985-2025"
"CARDOZO","FERREIRA","JULIO","CESAR",304,"Partido Nacional",2005,2010,46,"Diputado","Titular","Tacuarembo",1,"1949-07-20","2005-02-15","2010-02-14","2007-08-16",NA,55,55,0,"1985-2025"
"CASARETTO","GERFAUO","FEDERICO","RAMIRO",317,"Partido Nacional",2005,2010,46,"Diputado","Titular","Maldonado",1,"1968-11-13","2005-02-15","2010-02-14","2007-08-16",NA,36,36,0,"1985-2025"
"CASAS","MENDITEGUY","ALBERTO","ENRIQUE",1633,"Partido Nacional",2005,2010,46,"Diputado","Titular","San Jose",1,"1959-02-09","2005-02-15","2010-02-14","2007-08-16",NA,46,46,0,"1985-2025"
"CHARLONE","MARTINEZ","SILVANA","MABEL",336,"Frente Amplio",2005,2010,46,"Diputado","Titular","Montevideo",0,"1958-11-11","2005-02-15","2010-02-14","2007-08-16",NA,46,46,0,"1985-2025"
"CHIFFLET","ZERBONI","GUILLERMO","EUGENIO",343,"Frente Amplio",2005,2005,46,"Diputado","Titular","Montevideo",1,"1926-09-15","2005-02-15","2010-02-14","2007-08-16",NA,78,78,0,"1985-2025"
"ETCHEVERRY","MEDINA","SANDRA","CLAUDIA",514,"Partido Nacional",2005,2010,46,"Diputado","Titular","Montevideo",0,"1967-10-20","2005-02-15","2010-02-14","2007-08-16",NA,37,37,1,"1985-2025"
"GARCIA","PINTOS CAMPO","DANIEL","ROGELIO",622,"Partido Colorado",2005,2010,46,"Diputado","Titular","Montevideo",1,"1950-10-01","2005-02-15","2010-02-14","2007-08-16",NA,54,54,1,"1985-2025"
"GAUTHIER","PEYROT","NORA","REINA",633,"Frente Amplio",2005,2010,46,"Diputado","Titular","Rio Negro",0,"1949-09-12","2005-02-15","2010-02-14","2007-08-16",NA,55,55,1,"1985-2025"
"GONZALEZ","ALVAREZ","CARLOS","HUGO",3926,"Partido Nacional",2005,2010,46,"Diputado","Titular","Colonia",1,"1943-10-20","2005-02-15","2010-02-14","2007-08-16",NA,61,61,0,"1985-2025"
"ALONSO","TELLECHEA","ALVARO",NA,3806,"Partido Nacional",2005,2010,46,"Diputado","Titular","Montevideo",1,"1955-03-11","2005-02-15","2010-02-14","2007-08-16",NA,49,49,0,"1985-2025"
"LORENZO","IDIARTE","ALVARO","FRANCISCO",831,"Partido Nacional",2005,2010,46,"Diputado","Titular","Montevideo",1,"1966-06-08","2005-02-15","2010-02-14","2007-08-16",NA,38,38,1,"1985-2025"
"MACHADO","FAJARDO","GUIDO",NA,4240,"Partido Colorado",2005,2010,46,"Diputado","Titular","Rivera",1,"1953-02-07","2005-02-15","2010-02-14","2007-08-16",NA,52,52,0,"1985-2025"
"ASQUETA","SONORA","MIGUEL","MEDDARDO",129,"Partido Nacional",2005,2009,46,"Diputado","Titular","Colonia",1,"1961-04-06","2005-02-15","2010-02-14","2007-08-16",NA,43,43,0,"1985-2025"
"ROMERO","CABRERA","JORGE",NA,2102,"Partido Nacional",2005,2010,46,"Diputado","Titular","Rivera",1,"1956-08-15","2005-02-15","2010-02-14","2007-08-16",NA,48,48,0,"1985-2025"
"ROSSI","RODRIGUEZ","VICTOR","HOMERO",2111,"Frente Amplio",2005,2005,46,"Diputado","Titular","Montevideo",1,"1943-04-10","2005-02-15","2010-02-14","2007-08-16",NA,61,61,0,"1985-2025"
"SIGNORELLI","LARROSA","CARLOS","ANTONIO",2166,"Partido Colorado",2005,2008,46,"Diputado","Titular","Artigas",1,"1952-10-28","2005-02-15","2010-02-14","2007-08-16",NA,52,52,0,"1985-2025"
"VIERA","DE CASTRO","HOMERO","JAURES",2253,"Frente Amplio",2005,2010,46,"Diputado","Titular","Colonia",1,"1950-01-14","2005-02-15","2010-02-14","2007-08-16",NA,55,55,0,"1985-2025"
"BARREIRO","MALDONADO","MANUEL","MARIA",172,"Partido Colorado",2005,2010,46,"Diputado","Titular","Salto",1,"1950-04-14","2005-02-15","2010-02-14","2007-08-16",NA,54,54,0,"1985-2025"
"BLASINA","MOREIRA","JOSE","LUIS",4145,"Frente Amplio",2005,2010,46,"Diputado","Titular","Montevideo",1,"1937-05-01","2005-02-15","2010-02-14","2007-08-16",NA,67,67,0,"1985-2025"
"HACKENBRUCH","LEGNANI","TABARE","YAMANDU",1847,"Partido Colorado",2005,2010,46,"Diputado","Titular",NA,1,"1966-02-10","2005-02-15","2010-02-14","2007-08-16",NA,39,39,0,"1985-2025"
"HERNANDEZ","ROCHA","UBERFIL","DOROTEO",726,"Frente Amplio",2005,2010,46,"Diputado","Titular","Montevideo",1,"1938-11-02","2005-02-15","2010-02-14","2007-08-16",NA,66,66,1,"1985-2025"
"LONGO","FONSALIAS","FERNANDO",NA,4420,"Frente Amplio",2005,2010,46,"Diputado","Titular","Flores",1,"1955-08-22","2005-02-15","2010-02-14","2007-08-16",NA,49,49,0,"1985-2025"
"MASEDA","ARTOLA","CARLOS","ANTONIO",892,"Frente Amplio",2005,2010,46,"Diputado","Titular","Artigas",1,"1949-06-13","2005-02-15","2010-02-14","2007-08-16",NA,55,55,1,"1985-2025"
"MAZZULO","GAITAN","CARLOS","ANTONIO",3994,"Partido Nacional",2005,2010,46,"Diputado","Titular","Flores",1,"1950-07-18","2005-02-15","2010-02-14","2007-08-16",NA,54,54,0,"1985-2025"
"MENENDEZ","CORTE","JORGE","EDGARDO",4421,"Frente Amplio",2005,2008,46,"Diputado","Titular","Durazno",1,"1951-08-13","2005-02-15","2010-02-14","2007-08-16",NA,53,53,0,"1985-2025"
"PONCE","DE LEON CARRAU","MARTIN","HECTOR",1118,"Frente Amplio",2005,2005,46,"Diputado","Titular","Montevideo",1,"1943-08-13","2005-02-15","2010-02-14","2007-08-16",NA,61,61,0,"1985-2025"
"TRAVIESO","GIANONI","MONICA","CATALINA",1371,"Frente Amplio",2005,2010,46,"Diputado","Titular","San Jose",0,"1959-03-29","2005-02-15","2010-02-14","2007-08-16",NA,45,45,0,"1985-2025"
"BRUNO","OLIVEIRA","JUAN","JOSE",4263,"Partido Nacional",2005,2010,46,"Diputado","Titular","Durazno",1,"1965-01-08","2005-02-15","2010-02-14","2007-08-16",NA,40,40,0,"1985-2025"
"CASTRO","NAVAJAS","NORA","MARIA",1640,"Frente Amplio",2005,2010,46,"Diputado","Titular","Montevideo",0,"1947-02-12","2005-02-15","2010-02-14","2007-08-16",NA,58,58,0,"1985-2025"
"ABDALA","REMERCIARI","MANUEL","JUAN",5170,"Partido Colorado",2005,2010,46,"Diputado","Titular",NA,1,"1959-09-08","2005-02-15","2010-02-14","2007-08-16",NA,45,45,1,"1985-2025"
"DOTI","GENTA","COSME","DAVID",5115,"Partido Nacional",2005,2010,46,"Diputado","Titular",NA,1,"1950-05-10","2005-02-15","2010-02-14","2007-08-16",NA,54,54,1,"1985-2025"
"ROBALLO","ALBERO","JUAN","ANDRES",5155,"Frente Amplio",2005,2010,46,"Diputado","Titular",NA,1,"1970-12-13","2005-02-15","2010-02-14","2007-08-16",NA,34,34,1,"1985-2025"
"SALSAMENDI","FERREIRA","ALEJANDRO","JAVIER",5094,"Frente Amplio",2005,2010,46,"Diputado","Titular",NA,1,"1966-06-25","2005-02-15","2010-02-14","2007-08-16",NA,38,38,1,"1985-2025"
"ABT","MURIONDO","ANDRES",NA,2970,"Partido Nacional",2005,2009,46,"Diputado","Suplente",NA,1,"1973-08-11","2005-02-15","2010-02-14","2007-08-16",34,NA,34,0,"1985-2025"
"ALCORTA","TEJERA","RICARDO",NA,4850,"Frente Amplio",2005,2005,46,"Senador","Suplente",NA,1,"1951-07-15","2005-02-15","2010-02-14","2007-08-16",56,NA,56,1,"1985-2025"
"CORUJO","NUNEZ","CARLOS","ALBERTO",4547,"Frente Amplio",2005,2010,46,"Diputado","Suplente",NA,1,"1962-02-14","2005-02-15","2010-02-14","2007-08-16",45,NA,45,0,"1985-2025"
"COSTA","SILVA","BEATRIZ","LILIAN",4739,"Frente Amplio",2005,2010,46,"Diputado","Suplente",NA,0,"1950-04-05","2005-02-15","2010-02-14","2007-08-16",57,NA,57,1,"1985-2025"
"CURBELO","DEL BOSCO","JUAN","ALCIDES",4625,"Partido Nacional",2005,2010,46,"Diputado","Suplente",NA,1,"1973-10-29","2005-02-15","2010-02-14","2007-08-16",33,NA,33,0,"1985-2025"
"DA ROZA","PINEYRO","LUIS","ALBERTO",4647,"Frente Amplio",2006,2008,46,"Diputado","Suplente",NA,1,"1959-03-21","2005-02-15","2010-02-14","2007-08-16",48,NA,48,0,"1985-2025"
"DA SILVA","CAMBOUE","SEBASTIAN",NA,1697,"Partido Nacional",2005,2009,46,"Diputado","Suplente",NA,1,"1972-06-08","2005-02-15","2010-02-14","2007-08-16",35,NA,35,0,"1985-2025"
"DIZ","ISI","LUIS","ALBERTO",4648,"Partido Nacional",2006,2006,46,"Diputado","Suplente",NA,1,NA,"2005-02-15","2010-02-14","2007-08-16",NA,NA,NA,0,"1985-2025"
"DOMINGUEZ","DIAZ","JUAN","JOSE",4626,"Frente Amplio",2007,2009,46,"Senador","Suplente",NA,1,"1942-10-03","2005-02-15","2010-02-14","2007-08-16",64,NA,64,0,"1985-2025"
"ELOLA","IZETA","FRANCISCO","GASTON",4770,"Partido Nacional",2005,2010,46,"Diputado","Suplente",NA,1,"1956-10-04","2005-02-15","2010-02-14","2007-08-16",50,NA,50,1,"1985-2025"
"ENCISO","CHRISTIANSEN","CARLOS","FERNANDO",3888,"Partido Nacional",2010,2010,46,"Senador","Suplente",NA,1,"1967-08-23","2005-02-15","2010-02-14","2007-08-16",39,NA,39,0,"1985-2025"
"FERNANDEZ","AIZCORBE","MARTIN",NA,4667,"Partido Nacional",2005,2010,46,"Diputado","Suplente",NA,1,"1974-02-05","2005-02-15","2010-02-14","2007-08-16",33,NA,33,0,"1985-2025"
